ST_YMD	VDS_ID	LANE_NO	VOL	SPD	OCC
20180817 	0010VDE30650	2	0	100	0
20180817 	0010VDE30700	2	232	106.3	7.73
20180817 	0010VDE30800	2	231	84.13	10.99
20180817 	0010VDE30900	2	297	96.57	8.99
20180817 	0010VDE31000	2	234	104.17	7.19
20180817 	0010VDS30500	2	201	99.4	7.19
20180817 	0010VDS30600	2	230	107.63	8.05
20180817 	0010VDS30650	2	0	100	0
20180817 	0010VDS30700	2	205	94.6	7.49
20180817 	0010VDS30800	2	220	73.37	10.94
20180817 	0010VDS30900	2	267	98.6	9.41
20180817 	0010VDS31000	2	227	92.7	8.5
20180817 	0010VDE30500	2	172	117.6	4.73
20180817 	0010VDE30600	2	201	107.73	6.93
20180817 	0010VDE30650	2	0	100	0
20180817 	0010VDE30700	2	219	110.6	6.81
20180817 	0010VDE30800	2	210	84.37	9.79
20180817 	0010VDE30900	2	278	100.57	7.68
20180817 	0010VDE31000	2	236	105.63	6.99
20180817 	0010VDS30500	2	198	102.67	6.64
20180817 	0010VDS30600	2	214	108.3	6.88
20180817 	0010VDS30650	2	0	100	0
20180817 	0010VDS30700	2	211	93.8	7.06
20180817 	0010VDS30800	2	235	72.87	11.45
20180817 	0010VDS30900	2	246	101.37	7.94
20180817 	0010VDS31000	2	215	94.43	7.46
20180817 	0010VDE30500	2	183	118.92	4.69
20180817 	0010VDE30600	2	195	111.59	6.92
20180817 	0010VDE30650	2	0	100	0
20180817 	0010VDE30700	2	227	112.33	6.27
20180817 	0010VDE30800	2	215	87.28	9.02
20180817 	0010VDE30900	2	252	100.6	7.31
20180817 	0010VDE31000	2	224	106.51	6.33
20180817 	0010VDS30500	2	193	102.53	6.48
20180817 	0010VDS30600	2	194	109.93	6.45
20180817 	0010VDS30650	2	0	100	0
20180817 	0010VDS30700	2	209	97.52	6.86
20180817 	0010VDS30800	2	220	73.5	10.12
20180817 	0010VDS30900	2	209	104.24	7.07
20180817 	0010VDS31000	2	211	95.21	7.46
20180818 	0010VDE30500	2	161	113.33	4.64
20180818 	0010VDE30600	2	211	109.1	7.43
20180818 	0010VDE30650	2	0	100	0
20180818 	0010VDE30700	2	229	106.63	7.21
20180818 	0010VDE30800	2	228	80.67	10.56
20180818 	0010VDE30900	2	312	95.53	9.32
20180818 	0010VDE31000	2	222	103.67	6.61
20180818 	0010VDS30500	2	179	94.63	6.1
20180818 	0010VDS30600	2	127	102.9	9.29
20180818 	0010VDS30650	2	0	100	0
20180818 	0010VDS30700	2	188	94.23	6.38
20180818 	0010VDS30800	2	191	70.33	8.8
20180818 	0010VDS30900	2	239	97.07	8.35
20180818 	0010VDS31000	2	215	93.6	7.58
20180818 	0010VDE30500	2	174	115.3	4.8
20180818 	0010VDE30600	2	200	109.83	6.82
20180818 	0010VDE30650	2	0	100	0
20180818 	0010VDE30700	2	236	107.97	7.43
20180818 	0010VDE30800	2	247	83.43	11.13
20180818 	0010VDE30900	2	304	96.4	8.73
20180818 	0010VDE31000	2	236	100.67	7.5
20180818 	0010VDS30500	2	187	99.67	5.99
20180818 	0010VDS30600	2	159	97.3	12.88
20180818 	0010VDS30650	2	0	100	0
20180818 	0010VDS30700	2	189	96.23	6.17
20180818 	0010VDS30800	2	184	72.93	9.18
20180818 	0010VDS30900	2	225	101	7.2
20180818 	0010VDS31000	2	201	92.8	7.74
20180818 	0010VDE30500	2	190	120.46	5.1
20180818 	0010VDE30600	2	198	111.65	6.97
20180818 	0010VDE30650	2	0	100	0
20180818 	0010VDE30700	2	229	108.88	6.75
20180818 	0010VDE30800	2	228	84.96	9.23
20180818 	0010VDE30900	2	288	98.82	7.84
20180818 	0010VDE31000	2	241	109.8	7.03
20180818 	0010VDS30500	2	188	103.29	5.6
20180818 	0010VDS30600	2	191	103.42	12.04
20180818 	0010VDS30650	2	0	100	0
20180818 	0010VDS30700	2	181	97.12	6.2
20180818 	0010VDS30800	2	207	73.76	9.55
20180818 	0010VDS30900	2	203	103.52	6.48
20180818 	0010VDS31000	2	194	97.14	6.51
20180818 	0010VDE30500	2	183	118.53	5.02
20180818 	0010VDE30600	2	187	110.43	6.7
20180818 	0010VDE30650	2	0	100	0
20180818 	0010VDE30700	2	213	112.23	6.28
20180818 	0010VDE30800	2	221	88.17	8.75
20180818 	0010VDE30900	2	244	101.9	6.54
20180818 	0010VDE31000	2	223	110.67	6.32
20180818 	0010VDS30500	2	177	103.2	5.66
20180818 	0010VDS30600	2	188	104.37	11.93
20180818 	0010VDS30650	2	0	100	0
20180818 	0010VDS30700	2	195	97.77	6.95
20180818 	0010VDS30800	2	203	71.8	10.08
20180818 	0010VDS30900	2	209	102.57	7.31
20180818 	0010VDS31000	2	204	97.8	7.3
20180819 	0010VDE30500	2	169	118.99	5.02
20180819 	0010VDE30600	2	211	107.54	7.63
20180819 	0010VDE30650	2	0	100	0
20180819 	0010VDE30700	2	218	105.5	6.85
20180819 	0010VDE30800	2	229	80.06	10.39
20180819 	0010VDE30900	2	321	93.63	9.93
20180819 	0010VDE31000	2	245	98.8	7.71
20180819 	0010VDS30500	2	187	101.85	6.04
20180819 	0010VDS30600	2	161	103.92	8.91
20180819 	0010VDS30650	2	0	100	0
20180819 	0010VDS30700	2	183	97.25	5.76
20180819 	0010VDS30800	2	196	74.07	9.93
20180819 	0010VDS30900	2	238	101.16	7.99
20180819 	0010VDS31000	2	185	92.99	6.72
20180819 	0010VDE30500	2	175	115.1	5.17
20180819 	0010VDE30600	2	223	107.8	7.64
20180819 	0010VDE30650	2	0	100	0
20180819 	0010VDE30700	2	233	111.53	6.86
20180819 	0010VDE30800	2	228	83.63	10.03
20180819 	0010VDE30900	2	294	97.8	8.37
20180819 	0010VDE31000	2	232	104.13	6.9
20180819 	0010VDS30500	2	182	102.07	5.49
20180819 	0010VDS30600	2	217	102.13	12.99
20180819 	0010VDS30650	2	0	100	0
20180819 	0010VDS30700	2	178	96.07	5.76
20180819 	0010VDS30800	2	198	71.43	10.57
20180819 	0010VDS30900	2	233	103.7	8.17
20180819 	0010VDS31000	2	212	93.07	7.7
20180819 	0010VDE30500	2	165	118.57	4.63
20180819 	0010VDE30600	2	188	111.27	6.53
20180819 	0010VDE30650	2	0	100	0
20180819 	0010VDE30700	2	241	110.9	7.18
20180819 	0010VDE30800	2	217	83.4	9.64
20180819 	0010VDE30900	2	260	98.57	7.5
20180819 	0010VDE31000	2	237	103.43	7.17
20180819 	0010VDS30500	2	190	105.23	5.65
20180819 	0010VDS30600	2	168	100.7	14.49
20180819 	0010VDS30650	2	0	100	0
20180819 	0010VDS30700	2	192	97.33	6.28
20180819 	0010VDS30800	2	209	72.6	9.97
20180819 	0010VDS30900	2	199	102.73	6.16
20180819 	0010VDS31000	2	191	96.2	6.25
20180819 	0010VDE30500	2	163	119.77	4.45
20180819 	0010VDE30600	2	162	112.23	5.48
20180819 	0010VDE30650	2	0	100	0
20180819 	0010VDE30700	2	206	112.9	5.79
20180819 	0010VDE30800	2	200	87.63	8.33
20180819 	0010VDE30900	2	216	102.3	6.06
20180819 	0010VDE31000	2	202	113.23	5.66
20180819 	0010VDS30500	2	181	105.37	5.53
20180819 	0010VDS30600	2	136	104	9.06
20180819 	0010VDS30650	2	0	100	0
20180819 	0010VDS30700	2	177	100.77	5.36
20180819 	0010VDS30800	2	190	76.93	8.96
20180819 	0010VDS30900	2	194	106.8	5.94
20180819 	0010VDS31000	2	195	98	6.82
20180820 	0010VDE30500	2	174	119.27	5.09
20180820 	0010VDE30600	2	168	111.47	5.96
20180820 	0010VDE30650	2	0	100	0
20180820 	0010VDE30700	2	217	109.73	6.53
20180820 	0010VDE30800	2	207	84.97	8.67
20180820 	0010VDE30900	2	243	101.5	6.51
20180820 	0010VDE31000	2	223	107.8	6.88
20180820 	0010VDS30500	2	186	102.93	6.15
20180820 	0010VDS30600	2	190	104.6	16.95
20180820 	0010VDS30650	2	0	100	0
20180820 	0010VDS30700	2	185	97.6	5.82
20180820 	0010VDS30800	2	202	73.07	10.25
20180820 	0010VDS30900	2	187	101.7	6.17
20180820 	0010VDS31000	2	183	95.77	6.38
20180820 	0010VDE30500	2	182	118.63	5.31
20180820 	0010VDE30600	2	174	109.18	6.38
20180820 	0010VDE30650	2	0	100	0
20180820 	0010VDE30700	2	226	111.58	6.64
20180820 	0010VDE30800	2	197	86.04	8.09
20180820 	0010VDE30900	2	234	101.98	5.99
20180820 	0010VDE31000	2	214	107.29	6.4
20180820 	0010VDS30500	2	193	106.42	6.09
20180820 	0010VDS30600	2	129	101.58	12.21
20180820 	0010VDS30650	2	0	100	0
20180820 	0010VDS30700	2	190	96.94	6.34
20180820 	0010VDS30800	2	192	71.71	9.06
20180820 	0010VDS30900	2	209	101.2	6.97
20180820 	0010VDS31000	2	209	96.29	7.55
20180820 	0010VDE30500	2	159	118.36	4.54
20180820 	0010VDE30600	2	150	113.81	5.04
20180820 	0010VDE30650	2	0	100	0
20180820 	0010VDE30700	2	215	113.51	6.6
20180820 	0010VDE30800	2	211	87.04	8.88
20180820 	0010VDE30900	2	228	105.31	5.64
20180820 	0010VDE31000	2	210	111.45	6
20180820 	0010VDS30500	2	167	105.23	5.28
20180820 	0010VDS30600	2	117	95.6	13.14
20180820 	0010VDS30650	2	0	100	0
20180820 	0010VDS30700	2	175	100.36	5.4
20180820 	0010VDS30800	2	176	70.74	9.04
20180820 	0010VDS30900	2	166	105.32	5.38
20180820 	0010VDS31000	2	188	97.96	6.26
20180820 	0010VDE30500	2	153	122.73	4
20180820 	0010VDE30600	2	141	114	4.33
20180820 	0010VDE30650	2	0	100	0
20180820 	0010VDE30700	2	209	116.23	6.24
20180820 	0010VDE30800	2	182	90.2	7.47
20180820 	0010VDE30900	2	209	106.2	4.99
20180820 	0010VDE31000	2	179	115.37	4.84
20180820 	0010VDS30500	2	162	106.37	5.24
20180820 	0010VDS30600	2	142	97.97	16.45
20180820 	0010VDS30650	2	0	100	0
20180820 	0010VDS30700	2	172	101.5	5.46
20180820 	0010VDS30800	2	177	74.37	8.37
20180820 	0010VDS30900	2	179	104.27	6.11
20180820 	0010VDS31000	2	184	96.67	6.48
20180821 	0010VDE30500	2	178	117.37	4.86
20180821 	0010VDE30600	2	195	109.33	6.86
20180821 	0010VDE30650	2	0	100	0
20180821 	0010VDE30700	2	240	104.37	7.88
20180821 	0010VDE30800	2	236	82.97	10.16
20180821 	0010VDE30900	2	275	97.53	8.24
20180821 	0010VDE31000	2	220	109.2	6.47
20180821 	0010VDS30500	2	198	104.73	5.92
20180821 	0010VDS30600	2	186	102.07	13.09
20180821 	0010VDS30650	2	0	100	0
20180821 	0010VDS30700	2	1	98.03	0.18
20180821 	0010VDS30800	2	38	47.37	10.11
20180821 	0010VDS30900	2	214	96.9	7.25
20180821 	0010VDS31000	2	202	91.93	6.58
20180821 	0010VDE30500	2	171	112.3	5.06
20180821 	0010VDE30600	2	177	109.69	6.75
20180821 	0010VDE30650	2	0	100	0
20180821 	0010VDE30700	2	232	107.01	6.9
20180821 	0010VDE30800	2	210	86.41	8.33
20180821 	0010VDE30900	2	237	97.63	7.05
20180821 	0010VDE31000	2	216	106.83	6.35
20180821 	0010VDS30500	2	191	105.48	6.03
20180821 	0010VDS30600	2	170	107.91	10.94
20180821 	0010VDS30650	2	0	100	0
20180821 	0010VDS30700	2	0	100	0
20180821 	0010VDS30800	2	33	58.91	8.84
20180821 	0010VDS30900	2	194	99.58	6.61
20180821 	0010VDS31000	2	223	96.1	8.1
20180821 	0010VDE30500	2	165	119.16	4.46
20180821 	0010VDE30600	2	153	111.57	5.57
20180821 	0010VDE30650	2	0	100	0
20180821 	0010VDE30700	2	210	111.13	6.12
20180821 	0010VDE30800	2	203	86.3	8.7
20180821 	0010VDE30900	2	230	101.6	6.86
20180821 	0010VDE31000	2	214	110.93	6.08
20180821 	0010VDS30500	2	194	107.93	5.68
20180821 	0010VDS30600	2	204	108.2	13.52
20180821 	0010VDS30650	2	0	100	0
20180821 	0010VDS30700	2	3	95.93	1.12
20180821 	0010VDS30800	2	44	62.4	3.87
20180821 	0010VDS30900	2	202	100.57	6.58
20180821 	0010VDS31000	2	204	95.8	6.71
20180821 	0010VDE30500	2	154	121.33	4.19
20180821 	0010VDE30600	2	151	114.8	5.02
20180821 	0010VDE30650	2	0	100	0
20180821 	0010VDE30700	2	212	109.7	5.84
20180821 	0010VDE30800	2	189	85.6	7.28
20180821 	0010VDE30900	2	201	99.57	5.92
20180821 	0010VDE31000	2	184	112.37	5.14
20180821 	0010VDS30500	2	194	107.2	6.17
20180821 	0010VDS30600	2	151	108.57	13.34
20180821 	0010VDS30650	2	0	100	0
20180821 	0010VDS30700	2	0	100	0
20180821 	0010VDS30800	2	44	51.77	5.55
20180821 	0010VDS30900	2	182	106.57	6.35
20180821 	0010VDS31000	2	198	98.27	6.5
20180822 	0010VDE30500	2	172	116	4.83
20180822 	0010VDE30600	2	186	109.59	6.99
20180822 	0010VDE30650	2	0	100	0
20180822 	0010VDE30700	2	227	106.72	7.4
20180822 	0010VDE30800	2	230	83.16	9.86
20180822 	0010VDE30900	2	282	95.25	8.33
20180822 	0010VDE31000	2	230	100.74	7.35
20180822 	0010VDS30500	2	222	101.31	7
20180822 	0010VDS30600	2	235	105.32	14.69
20180822 	0010VDS30650	2	0	100	0
20180822 	0010VDS30700	2	213	96.42	7.41
20180822 	0010VDS30800	2	221	70.53	10.69
20180822 	0010VDS30900	2	240	100.77	7.91
20180822 	0010VDS31000	2	224	91.39	7.96
20180822 	0010VDE30500	2	181	114.23	5.03
20180822 	0010VDE30600	2	184	110.27	6.8
20180822 	0010VDE30650	2	0	100	0
20180822 	0010VDE30700	2	220	108.63	6.95
20180822 	0010VDE30800	2	221	87.6	9.28
20180822 	0010VDE30900	2	265	99.23	7.94
20180822 	0010VDE31000	2	233	106.8	7.05
20180822 	0010VDS30500	2	195	103.93	6.22
20180822 	0010VDS30600	2	191	110.53	7.54
20180822 	0010VDS30650	2	0	100	0
20180822 	0010VDS30700	2	206	98.17	6.75
20180822 	0010VDS30800	2	226	72.8	11.82
20180822 	0010VDS30900	2	242	103.4	8.33
20180822 	0010VDS31000	2	211	93.67	7.42
20180822 	0010VDE30500	2	173	118.43	4.61
20180822 	0010VDE30600	2	172	112.5	5.52
20180822 	0010VDE30650	2	0	100	0
20180822 	0010VDE30700	2	206	112.4	5.93
20180822 	0010VDE30800	2	212	88.83	8.59
20180822 	0010VDE30900	2	246	101.17	7.05
20180822 	0010VDE31000	2	212	112.7	5.68
20180822 	0010VDS30500	2	203	106.4	6.3
20180822 	0010VDS30600	2	206	108.93	10.31
20180822 	0010VDS30650	2	0	100	0
20180822 	0010VDS30700	2	228	95.73	7.23
20180822 	0010VDS30800	2	232	71.57	11.83
20180822 	0010VDS30900	2	222	101.8	7.6
20180822 	0010VDS31000	2	218	94.6	7.59
20180822 	0010VDE30500	2	169	115.7	4.82
20180822 	0010VDE30600	2	164	110.87	5.44
20180822 	0010VDE30650	2	0	100	0
20180822 	0010VDE30700	2	207	112.23	6.18
20180822 	0010VDE30800	2	195	87.83	7.95
20180822 	0010VDE30900	2	218	105.03	5.8
20180822 	0010VDE31000	2	182	112.2	4.9
20180822 	0010VDS30500	2	200	107.7	6.18
20180822 	0010VDS30600	2	192	104.73	14.25
20180822 	0010VDS30650	2	0	100	0
20180822 	0010VDS30700	2	219	97.03	7.24
20180822 	0010VDS30800	2	217	72.43	10.7
20180822 	0010VDS30900	2	213	105.43	7
20180822 	0010VDS31000	2	202	96.2	7.14
20180823 	0010VDE30500	2	131	111.91	6.19
20180823 	0010VDE30600	2	130	105.39	7.37
20180823 	0010VDE30650	2	0	100	0
20180823 	0010VDE30700	2	212	114.08	9.1
20180823 	0010VDE30800	2	217	87.17	12.32
20180823 	0010VDE30900	2	185	98.33	7.37
20180823 	0010VDE31000	2	209	105.92	9.72
20180823 	0010VDS30500	2	188	98.68	7.35
20180823 	0010VDS30600	2	151	101.08	15.07
20180823 	0010VDS30650	2	0	100	0
20180823 	0010VDS30700	2	130	84.76	10.38
20180823 	0010VDS30800	2	205	85.48	12.81
20180823 	0010VDS30900	2	160	92.64	11.02
20180823 	0010VDS31000	2	166	86.75	13.25
20180823 	0010VDE30500	2	129	115.13	4.56
20180823 	0010VDE30600	2	107	112.57	3.8
20180823 	0010VDE30650	2	0	100	0
20180823 	0010VDE30700	2	225	113.3	8.96
20180823 	0010VDE30800	2	214	84.87	11.15
20180823 	0010VDE30900	2	185	102.47	7.55
20180823 	0010VDE31000	2	190	111.1	8.3
20180823 	0010VDS30500	2	186	102.87	7.41
20180823 	0010VDS30600	2	167	104.5	19.1
20180823 	0010VDS30650	2	0	100	0
20180823 	0010VDS30700	2	166	91.3	14.39
20180823 	0010VDS30800	2	213	77.27	11.84
20180823 	0010VDS30900	2	185	102	11.31
20180823 	0010VDS31000	2	190	102.13	12.74
20180823 	0010VDE30500	2	112	107.43	4.84
20180823 	0010VDE30600	2	112	113.9	3.76
20180823 	0010VDE30650	2	0	100	0
20180823 	0010VDE30700	2	184	117.3	6.6
20180823 	0010VDE30800	2	183	91.5	9.14
20180823 	0010VDE30900	2	165	102.23	6.08
20180823 	0010VDE31000	2	191	109.97	7.8
20180823 	0010VDS30500	2	159	110.43	5.41
20180823 	0010VDS30600	2	153	93.53	18.93
20180823 	0010VDS30650	2	0	100	0
20180823 	0010VDS30700	2	167	94.1	8.61
20180823 	0010VDS30800	2	188	64.77	19.74
20180823 	0010VDS30900	2	154	103.47	8.4
20180823 	0010VDS31000	2	129	95.2	9.56
20180823 	0010VDE30500	2	114	116.24	4.36
20180823 	0010VDE30600	2	101	107.9	3.92
20180823 	0010VDE30650	2	0	100	0
20180823 	0010VDE30700	2	198	111.42	7.86
20180823 	0010VDE30800	2	188	92.55	9.32
20180823 	0010VDE30900	2	168	97.9	6.12
20180823 	0010VDE31000	2	180	103.23	7.96
20180823 	0010VDS30500	2	153	110.42	4.98
20180823 	0010VDS30600	2	146	105.19	13.64
20180823 	0010VDS30650	2	0	100	0
20180823 	0010VDS30700	2	161	93.12	9.17
20180823 	0010VDS30800	2	169	78.9	11.88
20180823 	0010VDS30900	2	170	98.49	10.83
20180823 	0010VDS31000	2	158	92.16	7.75
20180824 	0010VDE30500	2	206	112.77	5.79
20180824 	0010VDE30600	2	208	104.97	7.57
20180824 	0010VDE30650	2	0	100	0
20180824 	0010VDE30700	2	228	102.1	7.5
20180824 	0010VDE30800	2	233	84.07	10.56
20180824 	0010VDE30900	2	291	98.93	7.99
20180824 	0010VDE31000	2	232	105.47	6.97
20180824 	0010VDS30500	2	178	103.6	5.65
20180824 	0010VDS30600	2	216	103.4	13.84
20180824 	0010VDS30650	2	0	100	0
20180824 	0010VDS30700	2	205	98.17	6.64
20180824 	0010VDS30800	2	195	70.77	8.65
20180824 	0010VDS30900	2	232	100.97	7.53
20180824 	0010VDS31000	2	220	93.83	7.49
20180824 	0010VDE30500	2	171	117.83	4.92
20180824 	0010VDE30600	2	159	112.06	5.21
20180824 	0010VDE30650	2	0	100	0
20180824 	0010VDE30700	2	220	108.15	6.73
20180824 	0010VDE30800	2	223	86.06	9.29
20180824 	0010VDE30900	2	277	99.57	8.24
20180824 	0010VDE31000	2	236	105.36	7.19
20180824 	0010VDS30500	2	181	103.42	5.78
20180824 	0010VDS30600	2	210	99.36	17.13
20180824 	0010VDS30650	2	0	100	0
20180824 	0010VDS30700	2	206	96.48	7.03
20180824 	0010VDS30800	2	199	73.75	10.03
20180824 	0010VDS30900	2	209	100.57	7.9
20180824 	0010VDS31000	2	213	94.69	7.77
20180824 	0010VDE30500	2	168	117.7	4.64
20180824 	0010VDE30600	2	172	113.3	5.97
20180824 	0010VDE30650	2	0	100	0
20180824 	0010VDE30700	2	239	111.57	7.22
20180824 	0010VDE30800	2	211	87.83	8.03
20180824 	0010VDE30900	2	253	103.3	6.43
20180824 	0010VDE31000	2	216	107.63	6.19
20180824 	0010VDS30500	2	202	105.33	6.56
20180824 	0010VDS30600	2	226	103.03	18.65
20180824 	0010VDS30650	2	0	100	0
20180824 	0010VDS30700	2	197	98.73	6.04
20180824 	0010VDS30800	2	196	72.97	8.31
20180824 	0010VDS30900	2	185	102.57	6.19
20180824 	0010VDS31000	2	199	95.9	6.68
20180824 	0010VDE30500	2	146	120.9	3.94
20180824 	0010VDE30600	2	149	112.07	5.13
20180824 	0010VDE30650	2	0	100	0
20180824 	0010VDE30700	2	210	113.63	5.64
20180824 	0010VDE30800	2	200	89.1	7.27
20180824 	0010VDE30900	2	220	105.23	6
20180824 	0010VDE31000	2	206	114.8	5.49
20180824 	0010VDS30500	2	190	108.33	5.91
20180824 	0010VDS30600	2	199	107.77	14
20180824 	0010VDS30650	2	0	100	0
20180824 	0010VDS30700	2	185	100.8	5.68
20180824 	0010VDS30800	2	194	74.73	8.32
20180824 	0010VDS30900	2	192	106.23	6.38
20180824 	0010VDS31000	2	205	99.87	6.75
20180825 	0010VDE30500	2	164	114.6	4.46
20180825 	0010VDE30600	2	210	109.13	7.57
20180825 	0010VDE30650	2	0	100	0
20180825 	0010VDE30700	2	210	104	6.46
20180825 	0010VDE30800	2	207	82.63	8.6
20180825 	0010VDE30900	2	321	95.33	10.17
20180825 	0010VDE31000	2	235	94	8.01
20180825 	0010VDS30500	2	189	98.37	6.16
20180825 	0010VDS30600	2	201	100.87	8.96
20180825 	0010VDS30650	2	0	100	0
20180825 	0010VDS30700	2	206	93.73	6.79
20180825 	0010VDS30800	2	206	69.97	10.45
20180825 	0010VDS30900	2	260	94.83	9.76
20180825 	0010VDS31000	2	205	91.73	7.28
20180825 	0010VDE30500	2	169	113.27	4.64
20180825 	0010VDE30600	2	203	106.93	7.69
20180825 	0010VDE30650	2	0	100	0
20180825 	0010VDE30700	2	235	105.73	7.52
20180825 	0010VDE30800	2	208	84.23	8.49
20180825 	0010VDE30900	2	297	99.5	8.66
20180825 	0010VDE31000	2	226	101.47	6.78
20180825 	0010VDS30500	2	188	99.4	5.71
20180825 	0010VDS30600	2	155	106.83	8.6
20180825 	0010VDS30650	2	0	100	0
20180825 	0010VDS30700	2	209	93.93	7.42
20180825 	0010VDS30800	2	213	71.03	10.22
20180825 	0010VDS30900	2	239	97.73	9.25
20180825 	0010VDS31000	2	241	92.1	9.11
20180825 	0010VDE30500	2	151	118.83	3.89
20180825 	0010VDE30600	2	176	110.33	5.88
20180825 	0010VDE30650	2	0	100	0
20180825 	0010VDE30700	2	216	107.53	6.29
20180825 	0010VDE30800	2	200	86.37	7.84
20180825 	0010VDE30900	2	277	100.7	7.86
20180825 	0010VDE31000	2	211	106.43	6.32
20180825 	0010VDS30500	2	201	102.07	6.33
20180825 	0010VDS30600	2	215	108.9	8.34
20180825 	0010VDS30650	2	0	100	0
20180825 	0010VDS30700	2	214	96.13	6.99
20180825 	0010VDS30800	2	220	72	10.93
20180825 	0010VDS30900	2	224	102.17	7.75
20180825 	0010VDS31000	2	224	95.8	7.44
20180825 	0010VDE30500	2	161	120.73	4.08
20180825 	0010VDE30600	2	153	115.03	5.15
20180825 	0010VDE30650	2	0	100	0
20180825 	0010VDE30700	2	222	114.4	6.09
20180825 	0010VDE30800	2	192	93.6	6.9
20180825 	0010VDE30900	2	240	106.67	5.94
20180825 	0010VDE31000	2	212	111.43	5.78
20180825 	0010VDS30500	2	193	104.9	5.54
20180825 	0010VDS30600	2	196	110.3	5.82
20180825 	0010VDS30650	2	0	100	0
20180825 	0010VDS30700	2	198	100.5	6.18
20180825 	0010VDS30800	2	222	75	9.58
20180825 	0010VDS30900	2	202	104.5	6.96
20180825 	0010VDS31000	2	222	97.77	8.01
20180826 	0010VDE30500	2	141	110.83	8.86
20180826 	0010VDE30600	2	208	88.33	13.31
20180826 	0010VDE30650	2	0	100	0
20180826 	0010VDE30700	2	230	117.2	12.98
20180826 	0010VDE30800	2	219	86.4	15.64
20180826 	0010VDE30900	2	326	82.23	19.17
20180826 	0010VDE31000	2	256	93.67	16.74
20180826 	0010VDS30500	2	265	93.47	15.1
20180826 	0010VDS30600	2	249	98.87	16.08
20180826 	0010VDS30650	2	0	100	0
20180826 	0010VDS30700	2	218	79.07	12.86
20180826 	0010VDS30800	2	233	80.93	17.89
20180826 	0010VDS30900	2	271	92.97	26.72
20180826 	0010VDS31000	2	259	85.83	19.3
20180826 	0010VDE30500	2	134	105.75	7.55
20180826 	0010VDE30600	2	216	93.47	13.1
20180826 	0010VDE30650	2	0	100	0
20180826 	0010VDE30700	2	255	110.24	12.84
20180826 	0010VDE30800	2	247	77.54	16.35
20180826 	0010VDE30900	2	319	82.01	17.46
20180826 	0010VDE31000	2	269	95.29	14.95
20180826 	0010VDS30500	2	273	94.93	15.21
20180826 	0010VDS30600	2	235	101.07	15.36
20180826 	0010VDS30650	2	0	100	0
20180826 	0010VDS30700	2	205	82.78	14.18
20180826 	0010VDS30800	2	235	82.14	18.64
20180826 	0010VDS30900	2	283	94.74	24.69
20180826 	0010VDS31000	2	259	90.42	19.21
20180826 	0010VDE30500	2	167	113.1	8.81
20180826 	0010VDE30600	2	201	98.27	10.29
20180826 	0010VDE30650	2	0	100	0
20180826 	0010VDE30700	2	297	110.53	13.61
20180826 	0010VDE30800	2	253	81.1	14.96
20180826 	0010VDE30900	2	303	87.33	15.95
20180826 	0010VDE31000	2	254	97.67	13.65
20180826 	0010VDS30500	2	232	101.23	11.34
20180826 	0010VDS30600	2	196	105.73	10.78
20180826 	0010VDS30650	2	0	100	0
20180826 	0010VDS30700	2	191	81.3	11.9
20180826 	0010VDS30800	2	214	74.67	17.36
20180826 	0010VDS30900	2	248	91.43	19.94
20180826 	0010VDS31000	2	252	90.1	20.61
20180826 	0010VDE30500	2	141	113.7	8.38
20180826 	0010VDE30600	2	142	90.87	10.03
20180826 	0010VDE30650	2	0	100	0
20180826 	0010VDE30700	2	239	114.47	11.67
20180826 	0010VDE30800	2	228	84.57	15.16
20180826 	0010VDE30900	2	242	86.37	12.25
20180826 	0010VDE31000	2	239	99.5	13.26
20180826 	0010VDS30500	2	245	101.17	12.39
20180826 	0010VDS30600	2	192	92.6	15.21
20180826 	0010VDS30650	2	0	100	0
20180826 	0010VDS30700	2	215	85.47	13.26
20180826 	0010VDS30800	2	244	81.87	20.94
20180826 	0010VDS30900	2	235	96.07	18
20180826 	0010VDS31000	2	241	93.3	17.78
20180827 	0010VDE30500	2	114	100.51	6.45
20180827 	0010VDE30600	2	201	92.39	10.43
20180827 	0010VDE30650	2	0	100	0
20180827 	0010VDE30700	2	243	114.93	12.17
20180827 	0010VDE30800	2	179	78	11.87
20180827 	0010VDE30900	2	224	87.99	11.06
20180827 	0010VDE31000	2	195	108.1	6.24
20180827 	0010VDS30500	2	215	93.92	14.05
20180827 	0010VDS30600	2	147	97	9.35
20180827 	0010VDS30650	2	0	100	0
20180827 	0010VDS30700	2	184	97.09	6.09
20180827 	0010VDS30800	2	199	68.21	14.4
20180827 	0010VDS30900	2	140	89.76	10.38
20180827 	0010VDS31000	2	177	96.15	6.98
20180827 	0010VDE30500	2	97	95.14	5.3
20180827 	0010VDE30600	2	175	94.58	9.44
20180827 	0010VDE30650	2	0	100	0
20180827 	0010VDE30700	2	199	111.13	7.19
20180827 	0010VDE30800	2	186	80.33	11.25
20180827 	0010VDE30900	2	205	91.23	8.89
20180827 	0010VDE31000	2	171	110.48	4.69
20180827 	0010VDS30500	2	219	95.51	12.23
20180827 	0010VDS30600	2	145	105.73	6.49
20180827 	0010VDS30650	2	0	100	0
20180827 	0010VDS30700	2	166	99.56	5.75
20180827 	0010VDS30800	2	193	73.63	15.05
20180827 	0010VDS30900	2	159	101.94	7.27
20180827 	0010VDS31000	2	174	97.82	7.16
20180827 	0010VDE30500	2	100	100.47	8.97
